"District Name","School Name",Content,Grade,"Participation Rate","Percent Did Not Yet Meet Expectations",2022,2019,"Change 2019 to 2022"
"Douglas County Re 1","Frontier Valley Elementary School",Mathematics,04,87.8,"*",52.8,38.7,"  14.1"
"Douglas County Re 1","Frontier Valley Elementary School",Mathematics,05,88.3,"*",63.2,33.0,"  30.2"
"Douglas County Re 1","Global Village Academy - Douglas County","English Language Arts","All Grades",99.2,8.9,65.3,56.6,"   8.7"
"Douglas County Re 1","Global Village Academy - Douglas County","English Language Arts",03,100.0,12.2,59.2,48.4,"  10.8"
"Douglas County Re 1","Global Village Academy - Douglas County","English Language Arts",04,100.0,"*",63.2,"*","*"
"Douglas County Re 1","Global Village Academy - Douglas County","English Language Arts",05,97.4,"*",75.7,75.0,"   0.7"
"Douglas County Re 1","Global Village Academy - Douglas County",Mathematics,"All Grades",99.2,8.9,44.4,23.1,"  21.3"
"Douglas County Re 1","Global Village Academy - Douglas County",Mathematics,03,100.0,12.2,42.9,25.8,"  17.1"
"Douglas County Re 1","Global Village Academy - Douglas County",Mathematics,04,100.0,"*",34.2,"*","*"
"Douglas County Re 1","Global Village Academy - Douglas County",Mathematics,05,97.4,"*",56.8,33.3,"  23.5"
"Douglas County Re 1","HOPE Online Learning Academy Middle School","English Language Arts","All Grades",78.8,32.6,12.5,15.9,"  -3.4"
"Douglas County Re 1","HOPE Online Learning Academy Middle School","English Language Arts",06,84.9,32.9,8.9,13.8,"  -4.9"
"Douglas County Re 1","HOPE Online Learning Academy Middle School","English Language Arts",07,82.1,34.7,14.5,15.5,"  -1.0"
"Douglas County Re 1","HOPE Online Learning Academy Middle School","English Language Arts",08,72.0,30.2,12.9,18.2,"  -5.3"
"Douglas County Re 1","HOPE Online Learning Academy Middle School",Mathematics,"All Grades",79.1,37.7,5.3,7.4,"  -2.1"
"Douglas County Re 1","HOPE Online Learning Academy Middle School",Mathematics,06,86.0,51.2,3.8,8.1,"  -4.3"
"Douglas County Re 1","HOPE Online Learning Academy Middle School",Mathematics,07,82.1,21.0,5.6,5.1,"   0.5"
"Douglas County Re 1","HOPE Online Learning Academy Middle School",Mathematics,08,72.2,46.2,6.0,9.2,"  -3.2"
"Douglas County Re 1","Heritage Elementary School","English Language Arts","All Grades",92.8,1.5,81.1,71.5,"   9.6"
"Douglas County Re 1","Heritage Elementary School","English Language Arts",03,95.7,"*",75.0,61.4,"  13.6"
"Douglas County Re 1","Heritage Elementary School","English Language Arts",04,85.2,"*",88.5,76.1,"  12.4"
"Douglas County Re 1","Heritage Elementary School","English Language Arts",05,100.0,"*",78.2,64.8,"  13.4"
"Douglas County Re 1","Heritage Elementary School","English Language Arts",06,91.7,"*",81.8,83.1,"  -1.3"
"Douglas County Re 1","Heritage Elementary School",Mathematics,"All Grades",92.3,"*",78.5,56.0,"  22.5"
"Douglas County Re 1","Heritage Elementary School",Mathematics,03,95.7,"*",79.5,64.9,"  14.6"
"Douglas County Re 1","Heritage Elementary School",Mathematics,04,83.6,"*",84.3,50.0,"  34.3"
"Douglas County Re 1","Heritage Elementary School",Mathematics,05,100.0,"*",80.0,52.1,"  27.9"
"Douglas County Re 1","Heritage Elementary School",Mathematics,06,91.7,"*",70.9,58.5,"  12.4"
"Douglas County Re 1","Iron Horse Elementary School","English Language Arts","All Grades",91.0,7.5,54.2,58.5,"  -4.3"
"Douglas County Re 1","Iron Horse Elementary School","English Language Arts",03,91.7,10.6,53.0,47.7,"   5.3"
"Douglas County Re 1","Iron Horse Elementary School","English Language Arts",04,90.1,5.5,56.2,72.4," -16.2"
"Douglas County Re 1","Iron Horse Elementary School","English Language Arts",05,91.2,6.5,53.2,56.9,"  -3.7"
"Douglas County Re 1","Iron Horse Elementary School",Mathematics,"All Grades",91.0,10.0,42.8,46.1,"  -3.3"
"Douglas County Re 1","Iron Horse Elementary School",Mathematics,03,91.7,16.7,34.8,48.4," -13.6"
"Douglas County Re 1","Iron Horse Elementary School",Mathematics,04,90.1,5.5,50.7,39.7,"  11.0"
"Douglas County Re 1","Iron Horse Elementary School",Mathematics,05,91.2,8.1,41.9,49.3,"  -7.4"
"Douglas County Re 1","Larkspur Elementary School","English Language Arts","All Grades",65.1,5.6,54.9,46.7,"   8.2"
"Douglas County Re 1","Larkspur Elementary School","English Language Arts",03,88.9,"*","*","*","*"
"Douglas County Re 1","Larkspur Elementary School","English Language Arts",04,72.7,"*",68.8,50.0,"  18.8"
"Douglas County Re 1","Larkspur Elementary School","English Language Arts",05,63.2,"*",58.3,54.5,"   3.8"
"Douglas County Re 1","Larkspur Elementary School","English Language Arts",06,31.8,"*","*","*","*"
"Douglas County Re 1","Larkspur Elementary School",Mathematics,"All Grades",65.1,9.9,38.0,44.1,"  -6.1"
"Douglas County Re 1","Larkspur Elementary School",Mathematics,03,88.9,"*",54.2,44.8,"   9.4"
"Douglas County Re 1","Larkspur Elementary School",Mathematics,04,72.7,"*",18.8,50.0," -31.2"
"Douglas County Re 1","Larkspur Elementary School",Mathematics,05,63.2,12.5,"*",48.5,"*"
"Douglas County Re 1","Larkspur Elementary School",Mathematics,06,31.8,"*","*",29.2,"*"
"Douglas County Re 1","Legacy Point Elementary School","English Language Arts","All Grades",96.4,5.2,62.7,45.5,"  17.2"
"Douglas County Re 1","Legacy Point Elementary School","English Language Arts",03,95.5,"*",54.8,34.5,"  20.3"
"Douglas County Re 1","Legacy Point Elementary School","English Language Arts",04,98.1,5.9,70.6,55.8,"  14.8"
"Douglas County Re 1","Legacy Point Elementary School","English Language Arts",05,95.3,"*",61.0,46.6,"  14.4"
"Douglas County Re 1","Legacy Point Elementary School",Mathematics,"All Grades",97.1,5.9,58.5,31.5,"  27.0"
"Douglas County Re 1","Legacy Point Elementary School",Mathematics,03,97.7,"*",53.5,25.5,"  28.0"
"Douglas County Re 1","Legacy Point Elementary School",Mathematics,04,98.1,7.8,52.9,38.5,"  14.4"
"Douglas County Re 1","Legacy Point Elementary School",Mathematics,05,95.3,"*",70.7,31.0,"  39.7"
"Douglas County Re 1","Leman Classical Academy","English Language Arts","All Grades",90.5,5.2,56.9,48.6,"   8.3"
"Douglas County Re 1","Leman Classical Academy","English Language Arts",03,96.9,8.9,58.1,52.2,"   5.9"
"Douglas County Re 1","Leman Classical Academy","English Language Arts",04,93.3,"*",59.8,46.8,"  13.0"
"Douglas County Re 1","Leman Classical Academy","English Language Arts",05,99.0,5.2,67.7,55.0,"  12.7"
"Douglas County Re 1","Leman Classical Academy","English Language Arts",06,91.2,"*",49.4,47.1,"   2.3"
"Douglas County Re 1","Leman Classical Academy","English Language Arts",07,77.8,5.4,51.8,"*","*"
"Douglas County Re 1","Leman Classical Academy","English Language Arts",08,76.6,8.5,47.5,"*","*"
"Douglas County Re 1","Leman Classical Academy",Mathematics,"All Grades",90.9,7.4,39.7,47.7,"  -8.0"
"Douglas County Re 1","Leman Classical Academy",Mathematics,03,96.9,8.9,56.5,58.7,"  -2.2"
"Douglas County Re 1","Leman Classical Academy",Mathematics,04,95.2,"*",27.3,58.7," -31.4"
"Douglas County Re 1","Leman Classical Academy",Mathematics,05,99.0,6.3,46.9,41.7,"   5.2"
"Douglas County Re 1","Leman Classical Academy",Mathematics,06,91.2,7.2,34.9,42.9,"  -8.0"
"Douglas County Re 1","Leman Classical Academy",Mathematics,07,77.8,"*",30.4,"*","*"
"Douglas County Re 1","Leman Classical Academy",Mathematics,08,76.6,18.6,28.8,"*","*"
"Douglas County Re 1","STEM School Highlands Ranch","English Language Arts","All Grades",86.6,3.4,63.9,70.9,"  -7.0"
"Douglas County Re 1","STEM School Highlands Ranch","English Language Arts",03,94.5,"*",60.5,59.1,"   1.4"
"Douglas County Re 1","STEM School Highlands Ranch","English Language Arts",04,89.3,7.0,55.0,66.7," -11.7"
"Douglas County Re 1","STEM School Highlands Ranch","English Language Arts",05,92.6,3.6,59.8,77.5," -17.7"
"Douglas County Re 1","STEM School Highlands Ranch","English Language Arts",06,87.9,"*",56.5,74.3," -17.8"
"Douglas County Re 1","STEM School Highlands Ranch","English Language Arts",07,83.7,3.1,72.3,72.9,"  -0.6"
"Douglas County Re 1","STEM School Highlands Ranch","English Language Arts",08,79.5,2.6,71.6,69.9,"   1.7"
"Douglas County Re 1","STEM School Highlands Ranch",Mathematics,"All Grades",84.9,4.8,53.3,61.0,"  -7.7"
"Douglas County Re 1","STEM School Highlands Ranch",Mathematics,03,94.5,"*",69.8,66.7,"   3.1"
"Douglas County Re 1","STEM School Highlands Ranch",Mathematics,04,89.3,4.0,41.0,52.8," -11.8"
"Douglas County Re 1","STEM School Highlands Ranch",Mathematics,05,92.6,9.8,50.0,66.7," -16.7"
"Douglas County Re 1","STEM School Highlands Ranch",Mathematics,06,87.2,8.1,41.5,61.5," -20.0"
"Douglas County Re 1","STEM School Highlands Ranch",Mathematics,07,81.1,"*",57.1,58.3,"  -1.2"
"Douglas County Re 1","STEM School Highlands Ranch",Mathematics,08,75.4,4.1,60.5,62.1,"  -1.6"
"Douglas County Re 1","Sage Canyon Elementary","English Language Arts","All Grades",94.2,9.2,45.4,45.3,"   0.1"
"Douglas County Re 1","Sage Canyon Elementary","English Language Arts",03,96.4,12.0,46.3,42.2,"   4.1"
"Douglas County Re 1","Sage Canyon Elementary","English Language Arts",04,92.7,10.1,42.7,52.4,"  -9.7"
"Douglas County Re 1","Sage Canyon Elementary","English Language Arts",05,93.2,5.2,46.9,46.2,"   0.7"
"Douglas County Re 1","Sage Canyon Elementary",Mathematics,"All Grades",94.2,7.5,41.3,33.4,"   7.9"
"Douglas County Re 1","Sage Canyon Elementary",Mathematics,03,96.4,6.5,42.6,50.0,"  -7.4"
"Douglas County Re 1","Sage Canyon Elementary",Mathematics,04,92.7,9.0,36.0,36.2,"  -0.2"
"Douglas County Re 1","Sage Canyon Elementary",Mathematics,05,93.2,7.3,44.8,29.8,"  15.0"
"Douglas County Re 1","Meadow View Elementary School","English Language Arts","All Grades",98.2,7.9,46.4,55.1,"  -8.7"
"Douglas County Re 1","Meadow View Elementary School","English Language Arts",03,97.1,"*",39.4,50.8," -11.4"
"Douglas County Re 1","Meadow View Elementary School","English Language Arts",04,100.0,11.8,45.6,43.8,"   1.8"
"Douglas County Re 1","Meadow View Elementary School","English Language Arts",05,97.2,"*",44.9,64.7," -19.8"
"Douglas County Re 1","Meadow View Elementary School","English Language Arts",06,98.7,4.0,54.7,61.5,"  -6.8"
"Douglas County Re 1","Meadow View Elementary School",Mathematics,"All Grades",97.9,9.7,33.6,40.9,"  -7.3"
"Douglas County Re 1","Meadow View Elementary School",Mathematics,03,97.1,6.1,30.3,35.0,"  -4.7"
"Douglas County Re 1","Meadow View Elementary School",Mathematics,04,98.5,6.0,41.8,40.0,"   1.8"
"Douglas County Re 1","Meadow View Elementary School",Mathematics,05,98.6,11.4,34.3,48.5," -14.2"
"Douglas County Re 1","Meadow View Elementary School",Mathematics,06,97.4,14.9,28.4,39.4," -11.0"
"Douglas County Re 1","Lone Tree Elementary","English Language Arts","All Grades",87.3,2.8,71.5,76.9,"  -5.4"
"Douglas County Re 1","Lone Tree Elementary","English Language Arts",03,93.0,"*",62.5,68.1,"  -5.6"
"Douglas County Re 1","Lone Tree Elementary","English Language Arts",04,88.6,"*",69.2,83.7," -14.5"
"Douglas County Re 1","Lone Tree Elementary","English Language Arts",05,91.5,"*",74.4,69.5,"   4.9"
"Douglas County Re 1","Lone Tree Elementary","English Language Arts",06,71.0,"*",86.4,93.9,"  -7.5"
"Douglas County Re 1","Lone Tree Elementary",Mathematics,"All Grades",86.1,"*",67.6,57.3,"  10.3"
"Douglas County Re 1","Lone Tree Elementary",Mathematics,03,90.7,"*",64.1,56.3,"   7.8"
"Douglas County Re 1","Lone Tree Elementary",Mathematics,04,88.6,"*",64.1,59.1,"   5.0"
"Douglas County Re 1","Lone Tree Elementary",Mathematics,05,89.4,"*",76.2,55.0,"  21.2"
"Douglas County Re 1","Lone Tree Elementary",Mathematics,06,71.0,"*",63.6,60.6,"   3.0"
"Douglas County Re 1","DC Montessori Charter School","English Language Arts","All Grades",93.2,6.4,51.9,56.4,"  -4.5"
"Douglas County Re 1","DC Montessori Charter School","English Language Arts",03,98.1,7.5,47.2,60.3," -13.1"
"Douglas County Re 1","DC Montessori Charter School","English Language Arts",04,98.1,7.7,38.5,44.7,"  -6.2"
"Douglas County Re 1","DC Montessori Charter School","English Language Arts",05,95.5,9.5,47.6,62.5," -14.9"
"Douglas County Re 1","DC Montessori Charter School","English Language Arts",06,100.0,"*",78.9,38.9,"  40.0"
"Douglas County Re 1","DC Montessori Charter School","English Language Arts",07,83.9,"*",50.0,79.2," -29.2"
"Douglas County Re 1","DC Montessori Charter School","English Language Arts",08,73.3,"*",59.1,61.9,"  -2.8"
"Douglas County Re 1","DC Montessori Charter School",Mathematics,"All Grades",93.2,12.9,30.9,38.7,"  -7.8"
"Douglas County Re 1","DC Montessori Charter School",Mathematics,03,98.1,7.5,49.1,56.9,"  -7.8"
"Douglas County Re 1","DC Montessori Charter School",Mathematics,04,98.1,15.4,15.4,29.8," -14.4"
"Douglas County Re 1","DC Montessori Charter School",Mathematics,05,95.5,23.8,23.8,27.1,"  -3.3"
"Douglas County Re 1","DC Montessori Charter School",Mathematics,06,100.0,13.2,15.8,19.4,"  -3.6"
"Douglas County Re 1","DC Montessori Charter School",Mathematics,07,83.9,"*",42.3,56.0," -13.7"
"Douglas County Re 1","DC Montessori Charter School",Mathematics,08,73.3,"*",50.0,47.6,"   2.4"
"Douglas County Re 1","Aspen View Academy","English Language Arts","All Grades",82.9,4.4,55.6,57.0,"  -1.4"
"Douglas County Re 1","Aspen View Academy","English Language Arts",03,94.4,11.9,63.4,51.5,"  11.9"
"Douglas County Re 1","Aspen View Academy","English Language Arts",04,91.4,3.1,63.5,62.1,"   1.4"
"Douglas County Re 1","Aspen View Academy","English Language Arts",05,90.5,3.2,52.6,47.4,"   5.2"
"Douglas County Re 1","Aspen View Academy","English Language Arts",06,77.1,"*",44.0,77.8," -33.8"
"Douglas County Re 1","Aspen View Academy","English Language Arts",07,81.8,"*",54.2,"*","*"
"Douglas County Re 1","Aspen View Academy","English Language Arts",08,56.6,"*",51.1,"*","*"
"Douglas County Re 1","Aspen View Academy",Mathematics,"All Grades",83.1,6.0,39.7,39.6,"   0.1"
"Douglas County Re 1","Aspen View Academy",Mathematics,03,94.4,7.9,54.5,47.4,"   7.1"
"Douglas County Re 1","Aspen View Academy",Mathematics,04,91.4,7.3,39.6,48.8,"  -9.2"
"Douglas County Re 1","Aspen View Academy",Mathematics,05,90.5,8.4,31.6,25.0,"   6.6"
"Douglas County Re 1","Aspen View Academy",Mathematics,06,77.1,4.8,25.0,37.5," -12.5"
"Douglas County Re 1","Aspen View Academy",Mathematics,07,81.8,"*",43.1,45.6,"  -2.5"
"Douglas County Re 1","Aspen View Academy",Mathematics,08,57.8,"*",45.8,26.7,"  19.1"
"Douglas County Re 1","Mountain Ridge Middle School","English Language Arts","All Grades",66.8,3.8,67.8,59.1,"   8.7"
"Douglas County Re 1","Mountain Ridge Middle School","English Language Arts",07,71.7,2.5,70.4,61.3,"   9.1"
"Douglas County Re 1","Mountain Ridge Middle School","English Language Arts",08,62.4,5.1,65.1,57.0,"   8.1"
"Douglas County Re 1","Mountain Ridge Middle School",Mathematics,"All Grades",66.7,5.1,53.3,47.3,"   6.0"
"Douglas County Re 1","Mountain Ridge Middle School",Mathematics,07,71.7,1.9,54.8,46.2,"   8.6"
"Douglas County Re 1","Mountain Ridge Middle School",Mathematics,08,62.2,8.5,51.7,48.4,"   3.3"
"Douglas County Re 1","Skyview Academy","English Language Arts","All Grades",91.9,3.4,58.4,59.1,"  -0.7"
"Douglas County Re 1","Skyview Academy","English Language Arts",03,98.1,3.9,54.9,66.7," -11.8"
"Douglas County Re 1","Skyview Academy","English Language Arts",04,96.2,4.9,56.9,61.8,"  -4.9"
"Douglas County Re 1","Skyview Academy","English Language Arts",05,96.1,"*",55.1,67.6," -12.5"
"Douglas County Re 1","Skyview Academy","English Language Arts",06,87.7,"*",65.0,60.7,"   4.3"
"Douglas County Re 1","Skyview Academy","English Language Arts",07,91.7,4.5,59.1,51.0,"   8.1"
"Douglas County Re 1","Skyview Academy","English Language Arts",08,83.1,"*",59.2,47.7,"  11.5"
"Douglas County Re 1","Skyview Academy",Mathematics,"All Grades",92.2,5.1,47.2,54.7,"  -7.5"
"Douglas County Re 1","Skyview Academy",Mathematics,03,97.1,6.9,67.3,62.2,"   5.1"
"Douglas County Re 1","Skyview Academy",Mathematics,04,96.2,5.9,46.1,52.4,"  -6.3"
"Douglas County Re 1","Skyview Academy",Mathematics,05,95.1,"*",28.9,55.9," -27.0"
"Douglas County Re 1","Skyview Academy",Mathematics,06,89.5,4.9,46.1,51.4,"  -5.3"
"Douglas County Re 1","Skyview Academy",Mathematics,07,91.7,"*",42.7,47.6,"  -4.9"
"Douglas County Re 1","Skyview Academy",Mathematics,08,84.7,4.0,52.0,58.9,"  -6.9"
"Douglas County Re 1","Northeast Elementary School","English Language Arts","All Grades",94.9,7.9,59.0,43.6,"  15.4"
"Douglas County Re 1","Northeast Elementary School","English Language Arts",03,97.8,11.0,58.2,38.0,"  20.2"
"Douglas County Re 1","Northeast Elementary School","English Language Arts",04,94.8,7.7,63.7,44.9,"  18.8"
"Douglas County Re 1","Northeast Elementary School","English Language Arts",05,92.3,5.2,55.2,47.5,"   7.7"
"Douglas County Re 1","Northeast Elementary School",Mathematics,"All Grades",92.8,7.0,56.6,28.2,"  28.4"
"Douglas County Re 1","Northeast Elementary School",Mathematics,03,97.8,9.9,69.2,38.3,"  30.9"
"Douglas County Re 1","Northeast Elementary School",Mathematics,04,92.7,7.9,51.7,22.2,"  29.5"
"Douglas County Re 1","Northeast Elementary School",Mathematics,05,88.5,3.3,48.9,24.0,"  24.9"
"Douglas County Re 1","Northridge Elementary School","English Language Arts","All Grades",85.0,1.6,79.2,71.3,"   7.9"
"Douglas County Re 1","Northridge Elementary School","English Language Arts",03,83.5,"*",77.5,59.8,"  17.7"
"Douglas County Re 1","Northridge Elementary School","English Language Arts",04,91.4,"*",78.8,76.5,"   2.3"
"Douglas County Re 1","Northridge Elementary School","English Language Arts",05,83.8,"*",85.5,77.0,"   8.5"
"Douglas County Re 1","Northridge Elementary School","English Language Arts",06,81.0,"*",73.5,72.6,"   0.9"
"Douglas County Re 1","Northridge Elementary School",Mathematics,"All Grades",85.3,1.6,71.7,64.7,"   7.0"
"Douglas County Re 1","Northridge Elementary School",Mathematics,03,88.2,"*",69.3,68.8,"   0.5"
"Douglas County Re 1","Northridge Elementary School",Mathematics,04,89.1,"*",75.6,62.7,"  12.9"
"Douglas County Re 1","Northridge Elementary School",Mathematics,05,82.8,"*",78.0,70.7,"   7.3"
"Douglas County Re 1","Northridge Elementary School",Mathematics,06,81.0,"*",61.8,57.1,"   4.7"
"Douglas County Re 1","Parker Performing Arts","English Language Arts","All Grades",84.4,8.4,49.1,51.1,"  -2.0"
"Douglas County Re 1","Parker Performing Arts","English Language Arts",03,97.2,18.8,44.9,34.3,"  10.6"
"Douglas County Re 1","Parker Performing Arts","English Language Arts",04,90.4,7.6,47.0,47.1,"  -0.1"
"Douglas County Re 1","Parker Performing Arts","English Language Arts",05,89.9,7.5,37.5,49.5," -12.0"
"Douglas County Re 1","Parker Performing Arts","English Language Arts",06,88.9,4.2,45.8,50.8,"  -5.0"
"Douglas County Re 1","Parker Performing Arts","English Language Arts",07,79.0,"*",50.0,59.2,"  -9.2"
"Douglas County Re 1","Parker Performing Arts","English Language Arts",08,63.5,"*",77.8,68.3,"   9.5"
"Douglas County Re 1","Parker Performing Arts",Mathematics,"All Grades",85.4,9.8,27.8,31.3,"  -3.5"
