"District Name","School Name",Content,Grade,"Participation Rate","Percent Did Not Yet Meet Expectations",2022,2019,"Change 2019 to 2022"
"Pueblo County 70","Villa Bella Expeditionary School",Mathematics,04,98.0,12.2,32.7,N/A,N/A
"Pueblo County 70","Villa Bella Expeditionary School",Mathematics,05,98.0,16.3,34.7,N/A,N/A
"Pueblo County 70","Vineland Elementary School","English Language Arts","All Grades",95.1,9.5,37.2,36.3,"   0.9"
"Pueblo County 70","Vineland Elementary School","English Language Arts",03,96.2,"*",13.7,45.0," -31.3"
"Pueblo County 70","Vineland Elementary School","English Language Arts",04,95.5,"*",57.1,26.1,"  31.0"
"Pueblo County 70","Vineland Elementary School","English Language Arts",05,93.6,"*",45.5,38.8,"   6.7"
"Pueblo County 70","Vineland Elementary School",Mathematics,"All Grades",95.1,16.8,26.3,18.5,"   7.8"
"Pueblo County 70","Vineland Elementary School",Mathematics,03,96.2,23.5,17.6,22.5,"  -4.9"
"Pueblo County 70","Vineland Elementary School",Mathematics,04,95.5,14.3,31.0,8.7,"  22.3"
"Pueblo County 70","Vineland Elementary School",Mathematics,05,93.6,11.4,31.8,24.5,"   7.3"
"Pueblo County 70","Vineland Middle School","English Language Arts","All Grades",95.8,14.5,31.4,29.9,"   1.5"
"Pueblo County 70","Vineland Middle School","English Language Arts",06,93.3,9.3,30.9,26.0,"   4.9"
"Pueblo County 70","Vineland Middle School","English Language Arts",07,99.0,18.3,26.9,35.7,"  -8.8"
"Pueblo County 70","Vineland Middle School","English Language Arts",08,95.1,15.4,35.9,25.8,"  10.1"
"Pueblo County 70","Vineland Middle School",Mathematics,"All Grades",96.1,20.4,16.0,20.6,"  -4.6"
"Pueblo County 70","Vineland Middle School",Mathematics,06,93.3,23.7,11.3,15.6,"  -4.3"
"Pueblo County 70","Vineland Middle School",Mathematics,07,100.0,11.4,11.4,20.6,"  -9.2"
"Pueblo County 70","Vineland Middle School",Mathematics,08,95.1,25.6,23.9,25.8,"  -1.9"
"Meeker RE-1","Meeker Elementary School","English Language Arts","All Grades",97.4,8.0,56.0,50.0,"   6.0"
"Meeker RE-1","Meeker Elementary School","English Language Arts",03,97.8,"*",48.9,33.3,"  15.6"
"Meeker RE-1","Meeker Elementary School","English Language Arts",04,97.8,6.7,51.1,60.4,"  -9.3"
"Meeker RE-1","Meeker Elementary School","English Language Arts",05,96.8,"*",65.0,56.9,"   8.1"
"Meeker RE-1","Meeker Elementary School",Mathematics,"All Grades",96.8,6.7,55.0,53.6,"   1.4"
"Meeker RE-1","Meeker Elementary School",Mathematics,03,95.7,6.8,52.3,52.9,"  -0.6"
"Meeker RE-1","Meeker Elementary School",Mathematics,04,97.8,8.9,53.3,43.8,"   9.5"
"Meeker RE-1","Meeker Elementary School",Mathematics,05,96.8,5.0,58.3,63.5,"  -5.2"
"Meeker RE-1","Barone Middle School","English Language Arts","All Grades",95.7,3.9,56.5,50.9,"   5.6"
"Meeker RE-1","Barone Middle School","English Language Arts",06,96.3,"*",61.5,53.4,"   8.1"
"Meeker RE-1","Barone Middle School","English Language Arts",07,94.6,5.7,41.5,46.0,"  -4.5"
"Meeker RE-1","Barone Middle School","English Language Arts",08,96.1,"*",67.3,53.8,"  13.5"
"Meeker RE-1","Barone Middle School",Mathematics,"All Grades",95.7,8.4,48.1,49.4,"  -1.3"
"Meeker RE-1","Barone Middle School",Mathematics,06,96.3,5.8,53.8,50.0,"   3.8"
"Meeker RE-1","Barone Middle School",Mathematics,07,94.6,11.3,26.4,35.9,"  -9.5"
"Meeker RE-1","Barone Middle School",Mathematics,08,96.1,8.2,65.3,65.4,"  -0.1"
"Rangely RE-4","Parkview Elementary School","English Language Arts","All Grades",93.3,10.7,34.5,28.5,"   6.0"
"Rangely RE-4","Parkview Elementary School","English Language Arts",03,86.2,"*",44.0,19.0,"  25.0"
"Rangely RE-4","Parkview Elementary School","English Language Arts",04,96.6,14.3,35.7,31.0,"   4.7"
"Rangely RE-4","Parkview Elementary School","English Language Arts",05,96.9,"*",25.8,34.0,"  -8.2"
"Rangely RE-4","Parkview Elementary School",Mathematics,"All Grades",92.2,24.1,16.9,29.6," -12.7"
"Rangely RE-4","Parkview Elementary School",Mathematics,03,86.2,20.0,16.0,32.6," -16.6"
"Rangely RE-4","Parkview Elementary School",Mathematics,04,93.1,29.6,22.2,18.6,"   3.6"
"Rangely RE-4","Parkview Elementary School",Mathematics,05,96.9,22.6,12.9,35.8," -22.9"
"Rangely RE-4","Rangely Junior/Senior High School","English Language Arts","All Grades",79.4,9.6,38.5,34.3,"   4.2"
"Rangely RE-4","Rangely Junior/Senior High School","English Language Arts",06,87.0,"*",30.0,42.6," -12.6"
"Rangely RE-4","Rangely Junior/Senior High School","English Language Arts",07,70.6,"*",37.5,41.4,"  -3.9"
"Rangely RE-4","Rangely Junior/Senior High School","English Language Arts",08,78.4,10.0,47.5,15.6,"  31.9"
"Rangely RE-4","Rangely Junior/Senior High School",Mathematics,"All Grades",79.4,19.2,16.3,24.1,"  -7.8"
"Rangely RE-4","Rangely Junior/Senior High School",Mathematics,06,87.0,17.5,12.5,25.5," -13.0"
"Rangely RE-4","Rangely Junior/Senior High School",Mathematics,07,70.6,16.7,16.7,27.6," -10.9"
"Rangely RE-4","Rangely Junior/Senior High School",Mathematics,08,78.4,22.5,20.0,18.8,"   1.2"
"Upper Rio Grande School District C-7","Del Norte Elementary School","English Language Arts","All Grades",99.2,22.7,21.9,22.6,"  -0.7"
"Upper Rio Grande School District C-7","Del Norte Elementary School","English Language Arts",03,100.0,41.9,12.9,27.9," -15.0"
"Upper Rio Grande School District C-7","Del Norte Elementary School","English Language Arts",04,100.0,26.1,21.7,16.7,"   5.0"
"Upper Rio Grande School District C-7","Del Norte Elementary School","English Language Arts",05,96.8,16.7,16.7,29.7," -13.0"
"Upper Rio Grande School District C-7","Del Norte Elementary School","English Language Arts",06,100.0,11.4,31.8,11.4,"  20.4"
"Upper Rio Grande School District C-7","Del Norte Elementary School",Mathematics,"All Grades",99.2,31.3,18.0,17.3,"   0.7"
"Upper Rio Grande School District C-7","Del Norte Elementary School",Mathematics,03,100.0,48.4,"*",27.9,"*"
"Upper Rio Grande School District C-7","Del Norte Elementary School",Mathematics,04,100.0,26.1,"*","*","*"
"Upper Rio Grande School District C-7","Del Norte Elementary School",Mathematics,05,96.8,23.3,26.7,"*","*"
"Upper Rio Grande School District C-7","Del Norte Elementary School",Mathematics,06,100.0,27.3,27.3,"*","*"
"Upper Rio Grande School District C-7","Del Norte High Jr./Sr. High School","English Language Arts","All Grades",96.7,18.6,18.6,23.1,"  -4.5"
"Upper Rio Grande School District C-7","Del Norte High Jr./Sr. High School","English Language Arts",07,96.3,15.4,19.2,29.2," -10.0"
"Upper Rio Grande School District C-7","Del Norte High Jr./Sr. High School","English Language Arts",08,97.1,21.2,18.2,19.5,"  -1.3"
"Upper Rio Grande School District C-7","Del Norte High Jr./Sr. High School",Mathematics,"All Grades",96.7,18.6,13.6,21.5,"  -7.9"
"Upper Rio Grande School District C-7","Del Norte High Jr./Sr. High School",Mathematics,07,96.3,11.5,"*","*","*"
"Upper Rio Grande School District C-7","Del Norte High Jr./Sr. High School",Mathematics,08,97.1,24.2,"*",22.0,"*"
"Monte Vista C-8","Bill Metz Elementary School","English Language Arts","All Grades",96.3,"*",28.0,"*","*"
"Monte Vista C-8","Bill Metz Elementary School","English Language Arts",03,94.8,39.7,"*",14.8,"*"
"Monte Vista C-8","Bill Metz Elementary School","English Language Arts",04,98.1,"*","*",16.9,"*"
"Monte Vista C-8","Bill Metz Elementary School","English Language Arts",05,96.7,"*",41.4,23.1,"  18.3"
"Monte Vista C-8","Bill Metz Elementary School",Mathematics,"All Grades",95.2,"*",22.8,14.7,"   8.1"
"Monte Vista C-8","Bill Metz Elementary School",Mathematics,03,93.5,31.9,"*",13.6,"*"
"Monte Vista C-8","Bill Metz Elementary School",Mathematics,04,98.1,"*","*",12.7,"*"
"Monte Vista C-8","Bill Metz Elementary School",Mathematics,05,95.0,"*",31.6,18.2,"  13.4"
"Monte Vista C-8","Monte Vista Middle School","English Language Arts","All Grades",96.0,27.4,"*",29.0,"*"
"Monte Vista C-8","Monte Vista Middle School","English Language Arts",06,95.3,23.2,20.7,"*","*"
"Monte Vista C-8","Monte Vista Middle School","English Language Arts",07,95.7,"*","*","*","*"
"Monte Vista C-8","Monte Vista Middle School","English Language Arts",08,97.1,"*","*","*","*"
"Monte Vista C-8","Monte Vista Middle School",Mathematics,"All Grades",96.4,35.3,"*","*","*"
"Monte Vista C-8","Monte Vista Middle School",Mathematics,06,95.3,36.6,4.9,"*","*"
"Monte Vista C-8","Monte Vista Middle School",Mathematics,07,97.1,"*","*","*","*"
"Monte Vista C-8","Monte Vista Middle School",Mathematics,08,97.1,"*","*","*","*"
"Monte Vista C-8","Monte Vista On-Line Academy","English Language Arts","All Grades",25.9,"*","*","*","*"
"Monte Vista C-8","Monte Vista On-Line Academy","English Language Arts",04,33.3,"*","*","*","*"
"Monte Vista C-8","Monte Vista On-Line Academy","English Language Arts",05,0.0,"*","*","*","*"
"Monte Vista C-8","Monte Vista On-Line Academy","English Language Arts",06,0.0,"*","*","*","*"
"Monte Vista C-8","Monte Vista On-Line Academy","English Language Arts",07,41.7,"*","*","*","*"
"Monte Vista C-8","Monte Vista On-Line Academy","English Language Arts",08,16.7,"*","*","*","*"
"Monte Vista C-8","Monte Vista On-Line Academy",Mathematics,"All Grades",25.9,"*","*","*","*"
"Monte Vista C-8","Monte Vista On-Line Academy",Mathematics,04,33.3,"*","*","*","*"
"Monte Vista C-8","Monte Vista On-Line Academy",Mathematics,05,0.0,"*","*","*","*"
"Monte Vista C-8","Monte Vista On-Line Academy",Mathematics,06,0.0,"*","*","*","*"
"Monte Vista C-8","Monte Vista On-Line Academy",Mathematics,07,41.7,"*","*","*","*"
"Monte Vista C-8","Monte Vista On-Line Academy",Mathematics,08,16.7,"*","*","*","*"
"Sargent RE-33J","Sargent Elementary School","English Language Arts","All Grades",94.6,10.5,41.0,52.6," -11.6"
"Sargent RE-33J","Sargent Elementary School","English Language Arts",03,88.2,13.3,36.7,35.5,"   1.2"
"Sargent RE-33J","Sargent Elementary School","English Language Arts",04,100.0,"*",57.1,64.5,"  -7.4"
"Sargent RE-33J","Sargent Elementary School","English Language Arts",05,96.3,"*",53.8,59.1,"  -5.3"
"Sargent RE-33J","Sargent Elementary School","English Language Arts",06,96.6,10.7,21.4,53.3," -31.9"
"Sargent RE-33J","Sargent Elementary School",Mathematics,"All Grades",93.7,14.4,22.1,26.3,"  -4.2"
"Sargent RE-33J","Sargent Elementary School",Mathematics,03,85.3,13.8,31.0,22.6,"   8.4"
"Sargent RE-33J","Sargent Elementary School",Mathematics,04,100.0,"*",19.0,35.5," -16.5"
"Sargent RE-33J","Sargent Elementary School",Mathematics,05,96.3,"*",23.1,"*","*"
"Sargent RE-33J","Sargent Elementary School",Mathematics,06,96.6,14.3,14.3,26.7," -12.4"
"Sargent RE-33J","Sargent Junior High School","English Language Arts","All Grades","","*",32.7,43.4," -10.7"
"Sargent RE-33J","Sargent Junior High School","English Language Arts",07,100.0,"*",33.3,41.7,"  -8.4"
"Sargent RE-33J","Sargent Junior High School","English Language Arts",08,100.0,"*",31.8,44.8," -13.0"
"Sargent RE-33J","Sargent Junior High School",Mathematics,"All Grades",100.0,12.2,16.3,15.1,"   1.2"
"Sargent RE-33J","Sargent Junior High School",Mathematics,07,100.0,"*",14.8,"*","*"
"Sargent RE-33J","Sargent Junior High School",Mathematics,08,100.0,"*",18.2,"*","*"
"Hayden RE-1","Hayden Valley Elementary School","English Language Arts","All Grades",96.1,11.1,34.3,43.4,"  -9.1"
"Hayden RE-1","Hayden Valley Elementary School","English Language Arts",03,96.8,"*",46.7,54.2,"  -7.5"
"Hayden RE-1","Hayden Valley Elementary School","English Language Arts",04,97.1,17.6,38.2,62.5," -24.3"
"Hayden RE-1","Hayden Valley Elementary School","English Language Arts",05,94.6,"*",20.0,22.9,"  -2.9"
"Hayden RE-1","Hayden Valley Elementary School",Mathematics,"All Grades",96.1,19.2,27.3,25.3,"   2.0"
"Hayden RE-1","Hayden Valley Elementary School",Mathematics,03,96.8,20.0,50.0,45.8,"   4.2"
"Hayden RE-1","Hayden Valley Elementary School",Mathematics,04,97.1,23.5,20.6,20.8,"  -0.2"
"Hayden RE-1","Hayden Valley Elementary School",Mathematics,05,94.6,14.3,14.3,14.3,"   0.0"
"Hayden RE-1","Hayden Middle School","English Language Arts","All Grades","","*",42.2,39.0,"   3.2"
"Hayden RE-1","Hayden Middle School","English Language Arts",06,96.3,"*",38.5,40.0,"  -1.5"
"Hayden RE-1","Hayden Middle School","English Language Arts",07,93.9,"*",48.4,42.4,"   6.0"
"Hayden RE-1","Hayden Middle School","English Language Arts",08,94.3,9.1,39.4,33.3,"   6.1"
"Hayden RE-1","Hayden Middle School",Mathematics,"All Grades",94.7,15.6,20.0,14.6,"   5.4"
"Hayden RE-1","Hayden Middle School",Mathematics,06,92.6,"*",24.0,12.0,"  12.0"
"Hayden RE-1","Hayden Middle School",Mathematics,07,93.9,"*",16.1,12.1,"   4.0"
"Hayden RE-1","Hayden Middle School",Mathematics,08,97.1,17.6,20.6,20.8,"  -0.2"
"Steamboat Springs RE-2","Sleeping Giant School","English Language Arts","All Grades",92.2,6.6,55.7,N/A,N/A
"Steamboat Springs RE-2","Sleeping Giant School","English Language Arts",03,90.9,"*","*",N/A,"*"
"Steamboat Springs RE-2","Sleeping Giant School","English Language Arts",04,91.3,"*","*",N/A,"*"
"Steamboat Springs RE-2","Sleeping Giant School","English Language Arts",05,89.7,11.5,"*",N/A,"*"
"Steamboat Springs RE-2","Sleeping Giant School","English Language Arts",06,95.9,"*","*",N/A,"*"
"Steamboat Springs RE-2","Sleeping Giant School","English Language Arts",07,95.7,"*","*",N/A,"*"
"Steamboat Springs RE-2","Sleeping Giant School","English Language Arts",08,85.2,"*","*",N/A,"*"
"Steamboat Springs RE-2","Sleeping Giant School",Mathematics,"All Grades",90.9,9.0,41.9,N/A,N/A
"Steamboat Springs RE-2","Sleeping Giant School",Mathematics,03,82.4,14.3,"*",N/A,"*"
"Steamboat Springs RE-2","Sleeping Giant School",Mathematics,04,91.3,"*","*",N/A,"*"
"Steamboat Springs RE-2","Sleeping Giant School",Mathematics,05,89.7,"*","*",N/A,"*"
"Steamboat Springs RE-2","Sleeping Giant School",Mathematics,06,95.9,"*","*",N/A,"*"
"Steamboat Springs RE-2","Sleeping Giant School",Mathematics,07,95.7,"*","*",N/A,"*"
"Steamboat Springs RE-2","Sleeping Giant School",Mathematics,08,85.2,"*","*",N/A,"*"
"Steamboat Springs RE-2","North Routt Charter School","English Language Arts","All Grades",88.1,"*",78.8,72.3,"   6.5"
"Steamboat Springs RE-2","North Routt Charter School","English Language Arts",03,83.3,"*","*","*","*"
"Steamboat Springs RE-2","North Routt Charter School","English Language Arts",04,84.6,"*","*","*","*"
"Steamboat Springs RE-2","North Routt Charter School","English Language Arts",05,100.0,"*","*","*","*"
"Steamboat Springs RE-2","North Routt Charter School","English Language Arts",06,91.7,"*","*","*","*"
"Steamboat Springs RE-2","North Routt Charter School","English Language Arts",07,75.0,"*","*","*","*"
"Steamboat Springs RE-2","North Routt Charter School","English Language Arts",08,100.0,"*","*","*","*"
"Steamboat Springs RE-2","North Routt Charter School",Mathematics,"All Grades",88.1,5.8,38.5,56.9," -18.4"
"Steamboat Springs RE-2","North Routt Charter School",Mathematics,03,83.3,"*","*","*","*"
"Steamboat Springs RE-2","North Routt Charter School",Mathematics,04,84.6,"*","*","*","*"
"Steamboat Springs RE-2","North Routt Charter School",Mathematics,05,100.0,"*","*","*","*"
"Steamboat Springs RE-2","North Routt Charter School",Mathematics,06,91.7,"*","*","*","*"
"Steamboat Springs RE-2","North Routt Charter School",Mathematics,07,75.0,"*","*","*","*"
"Steamboat Springs RE-2","North Routt Charter School",Mathematics,08,100.0,"*","*","*","*"
"Steamboat Springs RE-2","Soda Creek Elementary School","English Language Arts","All Grades",95.5,5.8,67.2,70.7,"  -3.5"
"Steamboat Springs RE-2","Soda Creek Elementary School","English Language Arts",03,98.4,10.0,55.0,"*","*"
"Steamboat Springs RE-2","Soda Creek Elementary School","English Language Arts",04,93.4,"*",68.4,"*","*"
"Steamboat Springs RE-2","Soda Creek Elementary School","English Language Arts",05,94.7,"*",76.4,77.1,"  -0.7"
"Steamboat Springs RE-2","Soda Creek Elementary School",Mathematics,"All Grades",97.5,4.6,54.6,59.4,"  -4.8"
"Steamboat Springs RE-2","Soda Creek Elementary School",Mathematics,03,98.4,"*",58.1,"*","*"
"Steamboat Springs RE-2","Soda Creek Elementary School",Mathematics,04,95.2,"*",42.4,65.1," -22.7"
"Steamboat Springs RE-2","Soda Creek Elementary School",Mathematics,05,98.7,4.0,61.3,"*","*"
"Steamboat Springs RE-2","Steamboat Springs Middle School","English Language Arts","All Grades",91.1,3.3,75.3,71.9,"   3.4"
"Steamboat Springs RE-2","Steamboat Springs Middle School","English Language Arts",06,95.0,5.2,76.5,"*","*"
"Steamboat Springs RE-2","Steamboat Springs Middle School","English Language Arts",07,87.3,"*",76.2,"*","*"
"Steamboat Springs RE-2","Steamboat Springs Middle School","English Language Arts",08,91.2,"*",73.7,"*","*"
"Steamboat Springs RE-2","Steamboat Springs Middle School",Mathematics,"All Grades",92.8,5.2,57.3,59.7,"  -2.4"
"Steamboat Springs RE-2","Steamboat Springs Middle School",Mathematics,06,97.5,9.6,48.4,"*","*"
"Steamboat Springs RE-2","Steamboat Springs Middle School",Mathematics,07,89.6,"*",47.7,"*","*"
"Steamboat Springs RE-2","Steamboat Springs Middle School",Mathematics,08,91.7,"*",72.7,"*","*"
"Steamboat Springs RE-2","Strawberry Park Elementary School","English Language Arts","All Grades",97.3,"*",65.5,69.0,"  -3.5"
"Steamboat Springs RE-2","Strawberry Park Elementary School","English Language Arts",03,96.6,16.1,55.4,63.3,"  -7.9"
"Steamboat Springs RE-2","Strawberry Park Elementary School","English Language Arts",04,98.4,"*",68.3,"*","*"
"Steamboat Springs RE-2","Strawberry Park Elementary School","English Language Arts",05,96.8,"*",72.1,"*","*"
"Steamboat Springs RE-2","Strawberry Park Elementary School",Mathematics,"All Grades",96.7,5.7,51.7,56.3,"  -4.6"
"Steamboat Springs RE-2","Strawberry Park Elementary School",Mathematics,03,94.8,"*",56.4,55.1,"   1.3"
"Steamboat Springs RE-2","Strawberry Park Elementary School",Mathematics,04,98.4,5.0,48.3,"*","*"
"Steamboat Springs RE-2","Strawberry Park Elementary School",Mathematics,05,96.8,"*",50.8,"*","*"
"South Routt RE 3","Soroco Middle School","English Language Arts","All Grades",92.9,6.2,72.3,56.3,"  16.0"
"South Routt RE 3","Soroco Middle School","English Language Arts",06,95.0,"*",68.4,55.0,"  13.4"
"South Routt RE 3","Soroco Middle School","English Language Arts",07,96.3,"*",73.1,57.7,"  15.4"
"South Routt RE 3","Soroco Middle School","English Language Arts",08,87.0,"*",75.0,55.6,"  19.4"
"South Routt RE 3","Soroco Middle School",Mathematics,"All Grades","",19.4,"*",31.3,"*"
"South Routt RE 3","Soroco Middle School",Mathematics,06,95.0,21.1,"*",20.0,"*"
"South Routt RE 3","Soroco Middle School",Mathematics,07,96.3,15.4,11.5,38.5," -27.0"
"South Routt RE 3","Soroco Middle School",Mathematics,08,95.7,22.7,27.3,33.3,"  -6.0"
"South Routt RE 3","South Routt Elementary School","English Language Arts","All Grades",93.0,30.2,26.4,41.5," -15.1"
"South Routt RE 3","South Routt Elementary School","English Language Arts",03,95.2,35.0,35.0,20.0,"  15.0"
"South Routt RE 3","South Routt Elementary School","English Language Arts",04,93.8,"*","*",54.5,"*"
"South Routt RE 3","South Routt Elementary School","English Language Arts",05,90.0,"*","*",47.8,"*"
"South Routt RE 3","South Routt Elementary School",Mathematics,"All Grades",91.2,28.8,25.0,40.0," -15.0"
"South Routt RE 3","South Routt Elementary School",Mathematics,03,95.2,"*",30.0,25.0,"   5.0"
"South Routt RE 3","South Routt Elementary School",Mathematics,04,87.5,"*","*",59.1,"*"
"South Routt RE 3","South Routt Elementary School",Mathematics,05,90.0,44.4,"*",34.8,"*"
"Mountain Valley RE 1","Mountain Valley School","English Language Arts","All Grades",91.5,11.6,16.3,7.3,"   9.0"
"Mountain Valley RE 1","Mountain Valley School","English Language Arts",03,83.3,"*","*","*","*"
"Mountain Valley RE 1","Mountain Valley School","English Language Arts",04,100.0,"*","*","*","*"
"Mountain Valley RE 1","Mountain Valley School","English Language Arts",05,87.5,"*","*","*","*"
"Mountain Valley RE 1","Mountain Valley School","English Language Arts",06,100.0,"*","*","*","*"
"Mountain Valley RE 1","Mountain Valley School","English Language Arts",07,91.7,"*","*","*","*"
"Mountain Valley RE 1","Mountain Valley School","English Language Arts",08,85.7,"*","*","*","*"
"Mountain Valley RE 1","Mountain Valley School",Mathematics,"All Grades",95.7,40.0,8.9,"*","*"
"Mountain Valley RE 1","Mountain Valley School",Mathematics,03,100.0,"*","*","*","*"
"Mountain Valley RE 1","Mountain Valley School",Mathematics,04,100.0,"*","*","*","*"
"Mountain Valley RE 1","Mountain Valley School",Mathematics,05,100.0,"*","*","*","*"
"Mountain Valley RE 1","Mountain Valley School",Mathematics,06,100.0,"*","*","*","*"
"Mountain Valley RE 1","Mountain Valley School",Mathematics,07,91.7,"*","*","*","*"
"Mountain Valley RE 1","Mountain Valley School",Mathematics,08,85.7,"*","*","*","*"
"Moffat 2","Crestone Charter School","English Language Arts","All Grades",82.1,"*",34.4,23.3,"  11.1"
"Moffat 2","Crestone Charter School","English Language Arts",03,90.0,"*","*","*","*"
"Moffat 2","Crestone Charter School","English Language Arts",04,83.3,"*","*","*","*"
"Moffat 2","Crestone Charter School","English Language Arts",05,100.0,"*","*","*","*"
"Moffat 2","Crestone Charter School","English Language Arts",06,33.3,"*","*","*","*"
"Moffat 2","Crestone Charter School","English Language Arts",07,80.0,"*","*","*","*"
"Moffat 2","Crestone Charter School","English Language Arts",08,75.0,"*","*","*","*"
"Moffat 2","Crestone Charter School",Mathematics,"All Grades",79.5,25.8,22.6,"*","*"
"Moffat 2","Crestone Charter School",Mathematics,03,90.0,"*","*","*","*"
"Moffat 2","Crestone Charter School",Mathematics,04,66.7,"*","*","*","*"
"Moffat 2","Crestone Charter School",Mathematics,05,100.0,"*","*","*","*"
"Moffat 2","Crestone Charter School",Mathematics,06,33.3,"*","*","*","*"
"Moffat 2","Crestone Charter School",Mathematics,07,80.0,"*","*","*","*"
"Moffat 2","Crestone Charter School",Mathematics,08,75.0,"*","*","*","*"
"Moffat 2","Moffat Prek-12 School","English Language Arts","All Grades",85.4,"*",43.9,37.3,"   6.6"
"Moffat 2","Moffat Prek-12 School","English Language Arts",03,80.0,"*","*","*","*"
"Moffat 2","Moffat Prek-12 School","English Language Arts",04,100.0,"*","*","*","*"
"Moffat 2","Moffat Prek-12 School","English Language Arts",05,71.4,"*","*","*","*"
"Moffat 2","Moffat Prek-12 School","English Language Arts",06,90.9,"*","*","*","*"
"Moffat 2","Moffat Prek-12 School","English Language Arts",07,80.0,"*","*","*","*"
"Moffat 2","Moffat Prek-12 School","English Language Arts",08,83.3,"*","*","*","*"
"Moffat 2","Moffat Prek-12 School",Mathematics,"All Grades",87.5,21.4,7.1,"*","*"
"Moffat 2","Moffat Prek-12 School",Mathematics,03,80.0,"*","*","*","*"
"Moffat 2","Moffat Prek-12 School",Mathematics,04,100.0,"*","*","*","*"
"Moffat 2","Moffat Prek-12 School",Mathematics,05,71.4,"*","*","*","*"
"Moffat 2","Moffat Prek-12 School",Mathematics,06,90.9,"*","*","*","*"
"Moffat 2","Moffat Prek-12 School",Mathematics,07,100.0,"*","*","*","*"
"Moffat 2","Moffat Prek-12 School",Mathematics,08,83.3,"*","*","*","*"
"Center 26 JT","Haskin Elementary School","English Language Arts","All Grades",97.6,18.2,22.3,36.8," -14.5"
"Center 26 JT","Haskin Elementary School","English Language Arts",03,96.8,"*",13.3,31.9," -18.6"
"Center 26 JT","Haskin Elementary School","English Language Arts",04,100.0,18.6,25.6,59.0," -33.4"
"Center 26 JT","Haskin Elementary School","English Language Arts",05,96.0,"*",25.0,23.4,"   1.6"
"Center 26 JT","Haskin Elementary School",Mathematics,"All Grades",97.6,19.8,14.0,20.6,"  -6.6"
"Center 26 JT","Haskin Elementary School",Mathematics,03,96.8,33.3,"*",22.9,"*"
"Center 26 JT","Haskin Elementary School",Mathematics,04,100.0,20.9,"*",32.5,"*"
"Center 26 JT","Haskin Elementary School",Mathematics,05,96.0,10.4,22.9,8.3,"  14.6"
"Center 26 JT","Skoglund Middle School","English Language Arts","All Grades",98.0,23.6,18.1,34.6," -16.5"
"Center 26 JT","Skoglund Middle School","English Language Arts",06,95.8,15.2,21.7,9.4,"  12.3"
"Center 26 JT","Skoglund Middle School","English Language Arts",07,97.9,23.9,17.4,50.0," -32.6"
"Center 26 JT","Skoglund Middle School","English Language Arts",08,100.0,30.8,15.4,54.3," -38.9"
"Center 26 JT","Skoglund Middle School",Mathematics,"All Grades",98.0,36.1,6.3,11.5,"  -5.2"
"Center 26 JT","Skoglund Middle School",Mathematics,06,95.8,28.3,"*","*","*"
"Center 26 JT","Skoglund Middle School",Mathematics,07,97.9,28.3,"*","*","*"
"Center 26 JT","Skoglund Middle School",Mathematics,08,100.0,50.0,7.7,34.3," -26.6"
"Silverton 1","Silverton Elementary School","English Language Arts","All Grades",0.0,"*","*","*","*"
"Silverton 1","Silverton Elementary School","English Language Arts",03,0.0,"*","*","*","*"
"Silverton 1","Silverton Elementary School","English Language Arts",04,0.0,"*","*","*","*"
"Silverton 1","Silverton Elementary School","English Language Arts",05,0.0,"*","*","*","*"
"Silverton 1","Silverton Elementary School",Mathematics,"All Grades",0.0,"*","*","*","*"
"Silverton 1","Silverton Elementary School",Mathematics,03,0.0,"*","*","*","*"
"Silverton 1","Silverton Elementary School",Mathematics,04,0.0,"*","*","*","*"
"Silverton 1","Silverton Elementary School",Mathematics,05,0.0,"*","*","*","*"
"Silverton 1","Silverton Middle School","English Language Arts","All Grades",0.0,"*","*","*","*"
"Silverton 1","Silverton Middle School","English Language Arts",06,0.0,"*","*","*","*"
"Silverton 1","Silverton Middle School","English Language Arts",07,0.0,"*","*","*","*"
"Silverton 1","Silverton Middle School","English Language Arts",08,0.0,"*","*","*","*"
"Silverton 1","Silverton Middle School",Mathematics,"All Grades",0.0,"*","*","*","*"
"Silverton 1","Silverton Middle School",Mathematics,06,0.0,"*","*","*","*"
"Silverton 1","Silverton Middle School",Mathematics,07,0.0,"*","*","*","*"
"Silverton 1","Silverton Middle School",Mathematics,08,0.0,"*","*","*","*"
"Telluride R-1","Telluride Intermediate School","English Language Arts","All Grades",98.3,5.6,60.3,63.2,"  -2.9"
"Telluride R-1","Telluride Intermediate School","English Language Arts",03,96.2,"*",49.0,58.2,"  -9.2"
"Telluride R-1","Telluride Intermediate School","English Language Arts",04,100.0,6.3,60.3,63.7,"  -3.4"
"Telluride R-1","Telluride Intermediate School","English Language Arts",05,98.4,5.0,53.3,61.4,"  -8.1"
"Telluride R-1","Telluride Intermediate School","English Language Arts",06,98.4,"*",76.7,67.9,"   8.8"
"Telluride R-1","Telluride Intermediate School",Mathematics,"All Grades",98.7,9.4,41.3,48.3,"  -7.0"
"Telluride R-1","Telluride Intermediate School",Mathematics,03,98.1,"*",44.2,53.6,"  -9.4"
"Telluride R-1","Telluride Intermediate School",Mathematics,04,100.0,11.1,39.7,54.3," -14.6"
"Telluride R-1","Telluride Intermediate School",Mathematics,05,98.4,"*",25.0,50.6," -25.6"
"Telluride R-1","Telluride Intermediate School",Mathematics,06,98.4,6.7,56.7,36.6,"  20.1"
